User,User Mentioned
1160537976524480512,1292756818238877696
737243167,95455461
737243167,319110295
737243167,370158369
737243167,20588564
737243167,43073357
737243167,18977822
1426584424238522378,2812768561
1426584424238522378,36042554
1426584424238522378,2812768561
717723053170548736,1175507758491324416
1147904072890179584,38395124
1472245716,126296958
254863082,254863082
913742560023195650,1256919391050006528
913742560023195650,1508536736745414665
913742560023195650,462044279
913742560023195650,1290959114424782848
1109135831267201024,2425571623
2432621676,15250661
2537115642,471741741
2537115642,18839785
1478247287033720833,1097257834687938565
284961392,133663801
32489102,968942557517447169
1533506134510043136,1533506134510043136
180789461,887223405736538112
1450283448703365126,126955629
2797837081,2789946767
1455848388352696322,1400391752368992260
364992182,2834511
945336859,10228272
222293739,253236246
426206570,36042554
775816698,1198401982421258242
1387731689858736128,1534009130159054850
2875754539,951410359
1331202290401878018,4273972283
81139048,462747348
81139048,3108351
3727124777,48681681
1247505232151658496,4100629274
1247505232151658496,2288241457
1247505232151658496,226438440
1247505232151658496,1217717189903618048
489137000,112162632
1237376769415622663,19295590
1237376769415622663,1165959624807407616
1237376769415622663,303199694
1237376769415622663,243817787
1237376769415622663,1273895573683404801
1496578100527837191,2467791
247048347,1349149096909668363
247048347,1349154719386775552
1427816066,1306346862
973252542229635073,15391102
14076534,1994321
895966977407074304,1349149096909668363
270788428,36042554
270788428,2812768561
270788428,1084523178444099584
817976607398731776,355989081
1968436734,540485502
791847777177395200,121041518
791847777177395200,333935142
4067593576,36042554
1510467566,709413198269698049
247175898,2931001297
1552956606656270336,273955023
1552956606656270336,1425077386945642533
26417909,51833164
14076534,1994321
1612504999,1612504999
2845551353,330262748
316336431,21183860
595551879,17308291
595551879,90524645
284209315,36042554
28712544,14260960
260762285,36042554
333901936,36042554
1227925743574945793,36042554
51271144,1388349008
1367531,1163992520252153857
1039438901931327489,795541190028431365
602797920,1379139680713646082
602797920,1232540254457847808
1710058686,2214353406
596705995,462188226
67428426,2836421
1097616653054078977,10228272
33474655,756451545852551168
1324538611962843139,369146249
1324538611962843139,1324538611962843139
1278012798669389825,1278012798669389825
1668021270,14281853
186487939,105704882
186487939,4839182503
18719228,280374078
77854590,1262313773303545856
1463470549,10228272
1330979619479097346,24905550
1427542807888203778,612473
1427542807888203778,1652541
1427542807888203778,16343974
722372483324764160,2188351627
347287793,68440549
142353977,142353977
3936065297,881905280975503362
1039759933728645120,80243842
1418987217347809280,263099844
1157068952,36042554
1031562217131593728,1031562217131593728
1560234534511206401,1222629476779077634
1560234534511206401,183172662
121639467,258627226
928102790,19900778
928102790,19596849
1303363280191315968,732279297403191296
1303363280191315968,4128651562
1303363280191315968,539875486
106355048,835285459
7455282,65357102
945336859,10228272
2882986945,22993014
1556609249379340294,15725469
1556609249379340294,1089220610
1556609249379340294,1556609249379340294
1549714787319300096,318333248
1549714787319300096,780699936857792512
827514407362101249,1214905253222658049
1247509007398572032,5402612
1247509007398572032,30848629
1247509007398572032,1255089578790260736
1247509007398572032,36042554
1247509007398572032,759251
1247509007398572032,7587032
2743402649,1105489103989157889
2743402649,1039812352298962944
1482853444369227781,1356230413887406086
2773949996,1043229887220404224
189725810,189725810
189725810,36042554
156233266,156233266
96395029,36042554
96395029,1006147188177727489
520840833,1136569198472310784
520840833,957925815290916864
520840833,26767334
16838234,44578328
20251417,36042554
1179323273118650369,24291371
1179323273118650369,57320024
1179323273118650369,44900997
1179323273118650369,112411597
1179323273118650369,85318467
287603080,325904800
1346067901703401474,4846821172
2462099514,2758635382
2462099514,361134431
3067857869,36042554
713779142165184512,18396319
713779142165184512,3915556043
713779142165184512,1418964474854260741
1256933489410281474,36042554
2272302774,2272302774
369171242,10228272
260412586,10228272
1260881050005315586,1115874631
4766882518,1241772471503785985
4766882518,39220654
3677465417,166985114
54955489,318943532
928102790,107659822
54955489,14230524
1395308714408792065,705747834486833154
124397515,224738687
124397515,19081001
124397515,8830542
1557491092605620224,1315890950372306945
1557491092605620224,973221082193854464
221691108,36042554
1352277815790612481,1352277815790612481
16063978,10228272
1032905456967200769,2187982011
222036996,34258758
769032506461003776,380479555
769032506461003776,34718178
769032506461003776,89327845
1529421373,2989834163
2362511972,775816698
2362511972,723152961573015555
2362511972,915586280993550336
2825928517,2825928517
1528089005434490880,366987179
790026527073120256,10228272
1389313368,236713668
736816120657645568,531018157
1039759933728645120,80243842
4120519876,4120519876
351885650,20536157
1227120956,628707900
1227120956,414897105
1227120956,783657934899347460
403461183,36042554
242821326,96965958
242821326,317691569
363240308,10228272
1427983900698152961,36042554
1968259734,859363899291742210
212172770,1276790264158474242
1600901923,2500137080
50963776,15506669
2346767012,153733343
1074480044209250304,10228272
14076534,1994321
31084667,227186327
20916407,1030926871
48070484,36008477
772807006549925889,22800299
1478051324445003781,1216748657023823872
608135220,10228272
220112367,788679871
220112367,19961694
220112367,37880840
1039426775334481920,337659820
1039426775334481920,314521777
1039426775334481920,789023343664128000
918192034514718720,393385770
918192034514718720,908435907249831936
24842995,6134882
1068201391070605312,33584794
1068201391070605312,22046611
1068201391070605312,3245142196
875189342,2924692413
2391635814,36042554
8973062,22790104
389812494,39453212
389812494,38623068
44084579,277592265
44084579,215977337
44084579,136004952
44084579,16683666
44084579,310297013
44084579,703028450
44084579,15484198
1307260825011449858,153358071
2591675300,4119741
2591675300,1333171793201225728
1256185549561438209,140034129
556732126,94782577
556732126,269844104
954209013184385024,564111558
941616617359855617,36042554
1398564119054151685,2913830408
884596188829413376,343627165
1429374156789796868,314885430
779806523920973824,1063642404
779806523920973824,22926365
779806523920973824,1489164711652466688
1505317094266572802,8510242
1116840439,36042554
1432371676189282308,247217109
3841725898,36042554
1499319907208790020,19897138
719852569141649408,2201574260
2455700293,6253282
2856133189,1328423212041052164
1091044569595052032,10228272
1509442818,753189526152081408
1509442818,2686834802
1246266828,18949452
1326934196804259840,247217109
1250960911088615424,14662354
1250960911088615424,18510860
24892844,19438957
485612272,36042554
457575481,3315872549
1144111139791372289,1283862849941499904
1144111139791372289,471741741
1144111139791372289,885487044243238912
1144111139791372289,887606425479856128
1144111139791372289,4723068481
1144111139791372289,1193083177343938561
1144111139791372289,743517005920141314
26602795,26602795
2607703608,189550637
2607703608,65357102
2607703608,612473
2607703608,18949452
2607703608,51241574
2607703608,380648579
2607703608,3013167741
2607703608,83795099
717693775682805760,386420186
2304432222,15164565
938872777267990534,938872777267990534
135476784,23618134
135476784,339036407
2423606152,938872777267990534
2607703608,189550637
2607703608,65357102
2607703608,612473
2607703608,18949452
2607703608,51241574
2607703608,380648579
2607703608,3013167741
2607703608,83795099
176346630,1169577293850845185
2325248555,2364144963
2325248555,20993036
2325248555,2325248555
543929924,36042554
22105502,2215537640
836463091,836463091
95455461,319110295
3051458841,10228272
19701572,205194388
1365980494203154432,1427492349786173452
1548969227272556545,783214
3418234828,106059177
1039517378357252099,1039517378357252099
376085679,376085679
251989473,94323843
102369639,14295415
1585503301,732819391
1585503301,963938472
30233014,10228272
36953018,66369181
1304036484920606720,4846821172
1304036484920606720,563912827
1304036484920606720,54301687
305398307,32201814
363240308,10228272
191271232,7309052
873568304,211287462
1414544750670061570,655093
294113798,798277
41105938,18860860
424062363,36042554
2394399200,2394399200
943504961748590592,1296169065338241026
943504961748590592,1535936573375762432
2830947049,309325348
759441517,354563190
1452639346398486535,1293542067805859841
1500401994321649664,1254392576981053443
988679124,988679124
112452741,791635
18860860,612473
212172770,754393222563102720
1067768503103557632,1067768503103557632
1067768503103557632,36042554
47973,993530753014054912
47973,993530753014054912
1047603027832688641,23618134
1047603027832688641,339036407
1047603027832688641,23618134
1047603027832688641,23619068
1486942502867415041,36042554
1147569859,20779110
2808601337,20622594
21291377,78012548
1161651279497781254,335703268
249160214,612473
1224060489833029633,10228272
1326102218773291010,23753368
1326102218773291010,16343974
18975480,229957245
3110760298,844136405265801221
3110760298,795758540258443264
87233065,3000096841
87233065,918408117729316865
87233065,697750849372741632
87233065,3176251829
194473401,19701628
1311004705171140611,1311004705171140611
1311004705171140611,36042554
1311004705171140611,1003757702
1311004705171140611,80016395
1311004705171140611,1411941818
1311004705171140611,79996146
839552883234332672,1295713639299788800
1590516433,10228272
3005536167,167324700
3005536167,263670147
3005536167,36042554
1542438879675940864,292383343
1542438879675940864,127831273
1542438879675940864,156247074
324887339,166985114
324887339,168545878
324887339,56740197
324887339,271986064
324887339,50320485
324887339,399958067
324887339,59095090
79733730,7228682
818173617779437568,19282280
818173617779437568,390691770
818173617779437568,752383704442474496
818173617779437568,148894861
2926606037,777474843189055488
2926606037,1240704020018274308
1049222161410531328,1049222161410531328
1049222161410531328,36042554
11752512,394234148
1443030452265095171,114870386
1457968806609838087,1457968806609838087
760240772256002048,1245843601390817281
760240772256002048,17590516
1314885994043371522,224423919
1090222600490569733,1002113582195183616
911551529605353472,252751061
1209796188536528896,1483426257668870152
1209796188536528896,1209795373147082753
1209796188536528896,1382889437395292160
119453731,19897138
958268793389641728,115341081
1504223582112600066,1027261448202932224
1504223582112600066,24218313
1321182236209745921,36042554
1022487500047220736,122453931
406761349,38395721
406761349,293833393
124397515,8830542
124397515,20011697
124397515,19702854
20715638,20402945
186379571,1241258612
791656995917012992,246206433
1486333492254461959,38411534
1486333492254461959,32340805
1486333492254461959,157066363
1486333492254461959,17350088
1486333492254461959,18456780
1486333492254461959,106112943
1486333492254461959,20765556
1486333492254461959,384510160
1486333492254461959,271502151
2980684566,10228272
888525378,17185854
3098731756,2518073186
2156890678,278442312
180753807,612473
180753807,229957245
1024253178320183298,36042554
1552219110863519746,1551988882224435200
25858487,477249334
2371261935,10228272
212697781,36042554
282532173,54463072
2176025976,25589776
52714957,80989226
1566063561843286016,74980737
22260424,152656121
22260424,20973388
1428753368357347330,1428753368357347330
14991546,2829615362
180789461,490607351
810885158429663232,1119150548123443202
2156890678,148766789
2156890678,278442312
771732564,36042554
771732564,92943533
771732564,588335786
771732564,65357102
771732564,3131144855
1593080960,36042554
771642148433252352,807095
82086991,82086991
877858431067201536,371381075
1384866221959548931,48474475
3364231929,36042554
36740801,190145319
1151622142070534150,36042554
2282291292,3072470680
595530958,143415291
1450761525808009217,36042554
2503113860,2795377576
1612504999,2901366710
4823162597,917812374782070785
1288837288382930944,471741741
1288837288382930944,18839785
1288837288382930944,2541363451
340191891,10228272
1381738649121873920,22016701
1381738649121873920,17676510
2596272615,2596272615
1473412292062715917,17874544
453928467,453928467
453928467,191493851
1418140755340800002,34613288
74886399,186753936
1219601138196144128,36042554
1968436734,247217109
1564966608065495040,1564966608065495040
22993014,253489189
51059348,2883841
51059348,36042554
2571114816,271879928
2571114816,355822008
1534558448708464640,1534558448708464640
1500401994321649664,1254392576981053443
1113430106272358405,111006961
1515620056129966082,90636188
212172770,1276790264158474242
19285306,718179778415747073
21475394,109881411
16168398,7309052
879112791784914945,877807935493033984
1472570924675190786,577277733
722423732728279041,16664681
2668970076,62587400
3162731170,3162731170
4268875113,36042554
2469447387,1703561521
2469447387,496441622
2469447387,1336897847539724289
2469447387,277735256
2469447387,2873574055
2469447387,944730796451123200
2469447387,561832401
2469447387,1064047508924624896
191974663,4324603523
1529502105857409024,753189526152081408
993393580868763648,1328423212041052164
1339765547907465216,155814794
1391705060120285187,36042554
1391705060120285187,208019751
1391705060120285187,1099289398083051520
1391705060120285187,46072827
1391705060120285187,441636351
1391705060120285187,164213375
4868595088,33447279
227305536,36042554
993393580868763648,1328423212041052164
928412385647345664,14295415
1044265210448510976,1328423212041052164
4416586187,826177305043021824
4416586187,353803605
4416586187,3391830929
4416586187,252833870
4416586187,963719659
1472570924675190786,577277733
101967246,859363899291742210
247175898,775294879
1446900440537477121,1448040240560623618
985262471861727233,1247999073770143745
115646580,24871896
1052435960619655168,4846821172
1052435960619655168,1194566088534757376
349083158,36042554
917714498504425472,2768501
740439602293542912,33584794
1283142602389442561,262079984
1283142602389442561,65357102
1283142602389442561,14353202
1283142602389442561,18979401
1547997570344988674,36042554
180747683,180747683
3632720835,14295415
330407505,330407505
449314153,51241574
384533439,441854978
1555895333145681921,19980947
1555895333145681921,197017542
1555895333145681921,918500927274971136
1555895333145681921,6539112
563672882,76398232
134883798,14857290
4493039429,36042554
4112242276,361134431
4112242276,2758635382
1456037861912875014,1587055176
1471806470912098312,88363368
1514216824640057353,10228272
210568011,14677919
115043998,1257304757409951747
115043998,654203
1555730786061791233,1264939901755240449
223419032,14295415
1051006337306566659,1051006337306566659
1051006337306566659,15071293
1381738649121873920,22016701
326817881,36042554
111556576,96757955
1389637585,111556877
993393580868763648,294176860
993393580868763648,294176860
1388890230892109828,885487044243238912
1388890230892109828,141470251
1388890230892109828,18839785
1388890230892109828,471741741
1518761325635072000,10228272
381754990,17471979
14419031,83814679
14419031,14431283
1137003808062672896,368276033
1137003808062672896,69008563
19981832,239314051
4172164353,14780915
553395840,864794008496742400
909020392815255552,1261575380873482245
909020392815255552,3367864576
909020392815255552,933969636214714370
909020392815255552,820309675245760512
1335954014752579585,121482708
1003193186729320454,117102398
460223938,1241258612
918401149740421120,403522137
996119001678966785,3512847015
1250296116865724419,1250296116865724419
904787893931081728,2744257920
904787893931081728,1064214695563939840
460223938,1241258612
1404442386151968771,2150777605
420067396,1877831
1366696384787791875,36042554
1511841255055056900,970939705629069312
1551670684564295683,1050779471731707904
2344155930,2344155930
1316462612176044039,15622077
242694418,457984599
54607146,36042554
54607146,471741741
54607146,2687516120
54607146,753189526152081408
1144101867116359680,1144101867116359680
1144101867116359680,1254392576981053443
1144101867116359680,1500401994321649664
1144101867116359680,1509825420073480192
372370611,3242271849
372370611,2571584300
372370611,22607656
277731760,907576489117450241
277731760,538936774
791634988659793922,864794008496742400
40644765,343627165
1556120082585362432,1568828412
1556120082585362432,1238960191
243710642,263595212
243710642,1292325073
243710642,323196625
243710642,276020423
362993738,5402612
21005072,21005072
1393172460762288131,36042554
1255159557707509760,137189535
3400586794,468283246
3400586794,898823652296273921
1022754105410826242,4694011844
195732356,1602985406
195732356,415859364
195732356,2812768561
392789099,36042554
872048030,1285939670032027648
2859203651,932163222
2859203651,400053687
2859203651,2449502355
406761349,727609873
2830088552,2830088552
2426965014,2426965014
454775507,415671977
454775507,66509219
3046490198,369560485
2462781199,228680980
709347808223105024,36042554
193863541,34613288
121639467,42403402
1326170445041848322,36042554
264415055,71266025
94109395,94109395
1122863067547803650,1524752663061032960
1540994493104668672,30848629
1540994493104668672,1051795722
1205155208399130624,3033142977
1205155208399130624,1372354505623355397
1279934478245179392,16714896
305594027,36042554
305594027,208019751
305594027,1099289398083051520
305594027,46072827
305594027,441636351
305594027,164213375
77987582,15032024
77987582,3319117210
247359862,23937508
1466445099512958980,36042554
1466445099512958980,208019751
1466445099512958980,1099289398083051520
1466445099512958980,46072827
1466445099512958980,441636351
1466445099512958980,164213375
197355989,36042554
968813262,471010707
968813262,44335525
968813262,190145319
968813262,849023132
968813262,36042554
499537817,290791296
1964721637,1964721637
395922184,395922184
1227698983264571393,19709040
3391704807,3391704807
85306437,864794008496742400
1541915117805309953,1131851533509976066
2549800122,36042554
16234600,10228272
711760467383877632,484932832
15904683,10228272
540451146,16343974
18551118,10228272
30189793,4105766727
30189793,44999619
264898618,39176902
245626995,36042554
245626995,75846845
1089826122479665153,19701628
49661489,36042554
14783435,108641835
270788428,77696645
846615245095251968,846615245095251968
846615245095251968,36042554
846615245095251968,80803819
1040480221827235841,252751061
1460234510579212288,138387125
1432581761335128066,36042554
1432581761335128066,18839785
1647392509,36042554
1647392509,1006147188177727489
1647392509,72889807
746800225860390912,65357102
746800225860390912,17418400
20229695,19701628
385650096,393021171
385650096,19705196
385650096,36042554
330439267,36042554
69920973,786764
69920973,130958772
69920973,20518298
1347203261548388356,36042554
1347203261548388356,956066287788097543
399307749,763644074775773184
3179103314,51241574
785454416195424256,36042554
3380170983,59448491
1015167926813458432,36042554
26244486,185667152
17456542,42533156
17456542,46260680
864188570,76644398
1494050871310700550,1350150750966603777
1494050871310700550,1638184640
1494050871310700550,30216513
1494050871310700550,9624742
772716782507462656,374505781
1328632572021248000,10228272
23719756,51241574
146782334,13753642
3418888874,2834511
1559703571033104385,612473
1559703571033104385,759251
1559703571033104385,76067316
1559703571033104385,1730598050
1559703571033104385,157981564
1365113592819949568,1328423212041052164
1189409898754387969,1189409898754387969
1328632572021248000,10228272
241588187,26576457
1482246507806011394,36042554
117057009,117057009
2641741276,558797310
2641741276,789605024
1518355126821572608,16717501
1518355126821572608,296805111
927458161568690177,1141660959364308992
102789583,36042554
297934305,333935142
456831556,14295415
2304391582,4360801576
2304391582,53104401
563639702,199290168
1527257649523335171,3033142977
1527257649523335171,1372354505623355397
737711233034522625,36042554
1328632572021248000,10228272
75971829,36042554
71533560,119695706
71156288,274598056
71156288,545087869
1522457872013172736,36042554
1498411483,331692146
1498411483,36042554
1339464587087769602,1276481
22646514,20987043
253024155,36042554
1405033640820494345,14295415
2891795447,1232540254457847808
1548969227272556545,783214
874538473679720448,36042554
2449669469,36042554
1372510508931284995,793789790
460622197,224168895
28105692,160509668
28105692,758217523506667520
850759862,705747834486833154
850759862,76644398
850759862,22800299
850759862,705747834486833154
1328632572021248000,10228272
1481892665750958080,4286761943
1481892665750958080,1066075910
1481892665750958080,53077903
16830426,939091
943490150482374656,36670025
1372234125558550534,36042554
716989847009902592,716989847009902592
716989847009902592,1017007103964336128
701589482,932163222
3092410853,3092410853
3092410853,19980947
3092410853,197017542
1510315666062123008,3131144855
2974336239,54506896
1562734367683727361,6467332
1562734367683727361,34228791
1562734367683727361,14353202
1562734367683727361,3131144855
1562734367683727361,164263382
2783599459,113211856
271870669,1164901849578819584
85926490,68440549
899591041531117568,1143560758476906497
899591041531117568,783214
1515216280449519624,1255629140562046976
534636121,423384542
534636121,1009000960147025921
534636121,61433111
1552270775003914240,136361303
1552270775003914240,2439731
884342514,884342514
1090508451808231424,1240184304069750784
1090508451808231424,847387922613522432
723796659134554113,18839785
723796659134554113,471741741
973665446,973665446
1356368546,36042554
1371879292645175296,1371879292645175296
141080858,962358161104560128
141080858,4628602041
141080858,225818648
141080858,4840613792
201895414,1976143068
98184922,854694074917543938
564078090,215052012
77720916,429851351
77720916,1510470294
77720916,908844863407427585
77720916,4700114665
77720916,1021838545768656897
77720916,152411579
77720916,2934375069
77720916,1200417716
77720916,1202361602231742464
77720916,1173701365
77720916,129316368
77720916,3447211223
77720916,965948717105909761
77720916,905053969
77720916,895350638925762560
77720916,940611324916224000
19706187,393574730
708646087339298816,864794008496742400
2168838241,36042554
1235202140,1054784013922131969
135371497,1563740550
722771864305680384,22922263
1519565763018960896,10228272
2795377576,36042554
1188355564549611520,10228272
1311004705171140611,1311004705171140611
1311004705171140611,36042554
1311004705171140611,14159148
1311004705171140611,811229675758505984
1311004705171140611,4353234441
1311004705171140611,4899304912
1311004705171140611,14361155
1311004705171140611,20646711
1311004705171140611,57041360
21999500,36042554
237902760,43910684
1515216280449519624,1255629140562046976
1605592849,102022315
1605592849,36042554
3286326373,36042554
1181790325,549977878
1197566162508357633,325021005
1197566162508357633,19333967
968072907103621120,2987156301
834445916757172224,40708009
834445916757172224,1183654185113395200
916392164283658243,15438913
21648012,1821760692
896481069037473794,1119131444
896481069037473794,974326518951370753
896481069037473794,21025855
301358271,36042554
1087382961782169601,36042554
971385146430586887,19701628
1315970255705997312,703699662692360194
968072907103621120,43563720
1038033216156909568,2425571623
1038033216156909568,14291684
1038033216156909568,14281853
2397973130,558903090
2397973130,412978054
2619106441,920277002858500096
407861737,407861737
1699459100,36042554
1699459100,166985114
506131716,183542655
506131716,46623193
301391067,10228272
1418232975796457479,20973388
25994016,8830542
25994016,19982092
1523221577197932544,64714144
22993014,253489189
389485282,88136479
2541146503,2541146503
2541146503,228680980
1016344943194005509,1976143068
247150120,3373682789
2468991632,511220396
275359880,15872418
335891957,34613288
335891957,33047609
335891957,343627165
3856452322,3856452322
2748442651,2958851650
26477409,23585601
92394425,111556423
776331966031491072,10228272
89996181,19982092
89996181,19702854
89996181,20011697
89996181,101896510
3125183923,10228272
1515785092169404422,122453931
1515785092169404422,127483019
1307706451914379271,10228272
838114494,9695312
1386620127173660674,803694179079458816
1537012772973731841,36042554
1537012772973731841,3072328415
170681295,10228272
25887412,103779876
2473747392,195764368
341969281,977712742898503681
213423172,2913830408
494362898,429016564
494362898,20518298
1017007103964336128,716989847009902592
1017007103964336128,1017007103964336128
968813262,190145319
968813262,849023132
968813262,36042554
968813262,968859341620170752
115998538,33563975
991632753446735872,36042554
991632753446735872,77112593
816247205661179936,20060293
367631855,367631855
1529817976022499329,1000228238
1529817976022499329,227682918
15819208,758188830
18989002,22417633
18989002,1473790514
18989002,1037714989950402560
631865146,830808076756328448
631865146,205376780
631865146,4424528603
117057841,10228272
1206991255634186240,2884771
1158044418,139585703
1158044418,989745919
1158044418,2858807777
1158044418,1306772272775081986
1158044418,183472745
1158044418,3040260740
1158044418,405973525
1158044418,1357833425672110081
1158044418,35568617
1158044418,1010218926511452160
1158044418,1728037063
1158044418,281547675
1158044418,36293537
1158044418,1363248528
1158044418,315212562
612560977,18949452
576368892,36042554
1464957584985796610,604584634
725886853,36042554
4821432004,4821432004
2168039208,2168039208
1502087356026966018,15506669
1502087356026966018,50393960
1502087356026966018,44196397
4349488576,36042554
1282982124971347974,36042554
402627640,402627640
213423172,2913830408
171880832,1598146819
171880832,864794008496742400
491734963,429485301
224961966,15506669
64679759,140005967
1356635886960717825,4876014359
2882435627,2882435627
2164167446,17218802
2164167446,89356610
2164167446,132403875
1357458201579552768,17098370
21207010,21283989
247150120,3373682789
468378263,36042554
68111039,122346489
16683014,16683014
1561037053869047808,189278663
1561037053869047808,1167510972598280197
1561037053869047808,1424701908556603398
82633751,946213559213555712
1686215299,36042554
36686778,2430183673
36686778,36042554
36686778,313255854
1333544603291619329,868112707
175161203,249176440
3439002161,264067041
2285156814,2285156814
1503290416707543045,20609518
1503290416707543045,918420895495946240
1503290416707543045,42937988
760240772256002048,1245843601390817281
550903441,83814679
265315603,157981564
17944073,370679464
17944073,496283843
1476512964094029825,39500950
1476512964094029825,1476512964094029825
1040210945593749504,1040195671746379777
1040210945593749504,1040210945593749504
1493466214839959555,10228272
2848626754,390779194
1544694506754375683,10228272
4506660099,2745053222
1900861501,36042554
82105899,38211817
82105899,44130163
82105899,2151735548
1525826813204828167,970939705629069312
138426258,10228272
564577739,17525171
3879049943,1463909269837910018
3879049943,76671106
3879049943,1355096752903352320
1704949399,1704949399
1080207836,15438913
1054335449836281856,15427879
564577739,17525171
988176078308028416,14780915
405012312,36042554
564577739,17525171
564577739,174593833
278807711,226195230
278807711,1270618400
278807711,24918834
278807711,147272216
429076021,36042554
2571114816,271510216
2571114816,355822008
44619458,1880734129
44619458,224832597
44619458,2162568622
2695009326,1150013721701302273
104854531,402363096
1496969408664662037,415837965
989827168552259584,617196939
160141980,154075559
160141980,219244541
1460866513582256130,42937988
1460866513582256130,65357102
1460866513582256130,14224719
1460866513582256130,1088903378644754439
2571114816,2563650125
2571114816,355822008
377242337,377242337
33796487,10228272
43652573,16683666
2329431486,705747834486833154
2595384162,2328078468
2595384162,314037101
3731905215,109881411
3590441001,3590441001
1317553910316474369,10228272
2558779936,20973388
337275737,90607652
337275737,187313521
1565686925494738944,36042554
1242035391538122752,738620455817334784
1242035391538122752,1244607552400302080
1364513011306799104,1364513011306799104
19906615,85599723
2839954961,10228272
554573881,554573881
57657100,728575485404434436
3341006567,1021455645881643010
717038333,36042554
3062711768,743219125321752576
1528150132855808003,868112707
1528150132855808003,868112707
1496429508,5225991
1191834016909025283,3319117210
1191834016909025283,2574779454
1191834016909025283,600375283
1191834016909025283,992677933117575168
1191834016909025283,1259399980353237000
1191834016909025283,1043155675411570694
1542035751961083905,1131851533509976066
723110158109429760,1293164098784563200
420209564,246130881
1527594568081866752,36042554
395522450,341474350
51559911,6107422
34713362,1000228238
34713362,227682918
2152664935,467453309
2152664935,15096735
723110158109429760,1293164098784563200
1365610409466548227,195838373
1394514586230005761,14295415
2205077443,2205077443
18714842,1349149096909668363
18714842,1349154719386775552
1139592699236016128,138749160
1309401146574794752,10228272
592951594,612473
592951594,7587032
96092438,20241746
870752472,36042554
14228215,10228272
14228215,215952307
1223194097160278017,14792049
1431506364183072777,310064178
1431506364183072777,157261059
1431506364183072777,1903382054
894866408,2984067423
894866408,770939782952345600
39740716,14430936
592680799,72813732
576280834,348974190
1240958776452296704,10228272
1406890411382099970,10228272
1500401994321649664,1254392576981053443
193578981,36042554
1186926692729851905,457430699
1186926692729851905,27961673
3367418349,3367418349
3367418349,2429355908
36255721,253489189
714819572751327233,36042554
1144916572429008897,234765052
1144916572429008897,1451055144
1144916572429008897,86102472
789102463521583104,36042554
1496969408664662037,415837965
2447462545,2447462545
560928980,36042554
501370429,259506084
81157754,180026716
1223194097160278017,14792049
2799515463,917512213610549249
2799515463,36042554
1089818000,1089818000
18939006,57059492
18939006,3746792962
18939006,380909784
18939006,410967153
17325149,612473
1438624070757715970,36042554
